ID_RESERVASI,TGL_CHECKIN,TGL_CHECKOUT,CUSTOMER_ID_CUSTOMER,KARYAWAN_ID_KARYAWAN,KAMAR_ID_KAMAR
49,2022-09-09T00:00:00,2022-09-10T00:00:00,49,,1
50,2022-09-09T00:00:00,2022-09-10T00:00:00,50,,1
51,2022-09-09T00:00:00,2022-09-10T00:00:00,51,,1
52,2022-09-10T00:00:00,2022-09-13T00:00:00,52,,1
53,2022-09-17T00:00:00,2022-09-18T00:00:00,53,,2
54,2022-09-22T00:00:00,2022-09-23T00:00:00,54,,1
55,2022-09-24T00:00:00,2022-09-29T00:00:00,55,,2
56,2022-09-27T00:00:00,2022-09-28T00:00:00,56,,1
57,2022-10-03T00:00:00,2022-10-05T00:00:00,57,,2
58,2022-10-07T00:00:00,2022-10-08T00:00:00,58,,1
59,2022-10-07T00:00:00,2022-10-08T00:00:00,59,,1
60,2022-10-07T00:00:00,2022-10-08T00:00:00,60,,2
61,2022-10-08T00:00:00,2022-10-09T00:00:00,61,,1
62,2022-10-08T00:00:00,2022-10-09T00:00:00,62,,2
63,2022-10-08T00:00:00,2022-10-09T00:00:00,63,,1
64,2022-10-08T00:00:00,2022-10-09T00:00:00,64,,2
65,2022-10-13T00:00:00,2022-10-15T00:00:00,65,,2
66,2022-10-14T00:00:00,2022-10-16T00:00:00,66,,2
67,2022-10-15T00:00:00,2022-10-16T00:00:00,67,,2
68,2022-10-21T00:00:00,2022-10-22T00:00:00,68,,2
69,2022-10-22T00:00:00,2022-10-23T00:00:00,69,,2
70,2022-10-24T00:00:00,2022-10-25T00:00:00,70,,1
71,2022-11-05T00:00:00,2022-11-06T00:00:00,71,,2
72,2022-11-05T00:00:00,2022-11-06T00:00:00,72,,1
73,2022-11-05T00:00:00,2022-11-06T00:00:00,73,,2
74,2022-11-05T00:00:00,2022-11-06T00:00:00,74,,2
75,2022-11-12T00:00:00,2022-11-13T00:00:00,75,,1
76,2022-11-12T00:00:00,2022-11-13T00:00:00,76,,1
77,2022-11-12T00:00:00,2022-11-13T00:00:00,77,,2
78,2022-11-12T00:00:00,2022-11-13T00:00:00,78,,1
79,2022-11-12T00:00:00,2022-11-13T00:00:00,79,,2
80,2022-11-15T00:00:00,2022-11-17T00:00:00,80,,2
81,2022-11-15T00:00:00,2022-11-16T00:00:00,81,,2
82,2022-11-15T00:00:00,2022-11-16T00:00:00,82,,1
83,2022-11-17T00:00:00,2022-11-18T00:00:00,83,,1
84,2022-11-18T00:00:00,2022-11-20T00:00:00,84,,1
85,2022-11-18T00:00:00,2022-11-20T00:00:00,85,,2
86,2022-11-23T00:00:00,2022-11-25T00:00:00,86,,1
87,2022-11-26T00:00:00,2022-11-27T00:00:00,87,,1
88,2022-11-26T00:00:00,2022-11-27T00:00:00,88,,2
89,2022-11-26T00:00:00,2022-11-27T00:00:00,89,,2
90,2022-12-24T00:00:00,2022-12-26T00:00:00,90,,2
91,2022-12-24T00:00:00,2022-12-25T00:00:00,91,,1
92,2022-12-24T00:00:00,2022-12-25T00:00:00,92,,2
93,2022-12-24T00:00:00,2022-12-25T00:00:00,93,,2
94,2022-12-24T00:00:00,2022-12-25T00:00:00,94,,2
95,2022-12-25T00:00:00,2022-12-26T00:00:00,95,,2
96,2022-12-26T00:00:00,2022-12-27T00:00:00,96,,2
97,2022-12-27T00:00:00,2022-12-28T00:00:00,97,,1
98,2022-12-27T00:00:00,2022-12-28T00:00:00,98,,1
99,2022-12-27T00:00:00,2022-12-28T00:00:00,99,,1
100,2022-12-28T00:00:00,2022-12-29T00:00:00,100,,1
101,2022-12-28T00:00:00,2022-12-29T00:00:00,101,,2
102,2022-12-28T00:00:00,2022-12-29T00:00:00,102,,1
103,2022-12-31T00:00:00,2023-01-01T00:00:00,103,,2
104,2022-12-31T00:00:00,2023-01-01T00:00:00,104,,2
105,2024-05-01T00:00:00,2024-05-05T00:00:00,105,,1
106,2024-01-03T00:00:00,2024-01-03T00:00:00,106,,2
107,2023-07-11T00:00:00,2023-07-15T00:00:00,107,,1
108,2023-09-02T00:00:00,2023-09-03T00:00:00,108,,1
109,2023-08-13T00:00:00,2023-08-15T00:00:00,109,,1
110,2023-05-10T00:00:00,2023-05-12T00:00:00,110,,1
111,2024-03-09T00:00:00,2024-03-09T00:00:00,111,,2
112,2023-10-25T00:00:00,2023-10-30T00:00:00,112,,2
113,2024-06-09T00:00:00,2024-06-13T00:00:00,113,,2
114,2023-01-27T00:00:00,2023-01-27T00:00:00,114,,1
115,2023-10-08T00:00:00,2023-10-10T00:00:00,115,,2
116,2023-10-06T00:00:00,2023-10-07T00:00:00,116,,2
117,2024-03-07T00:00:00,2024-03-13T00:00:00,117,,2
118,2023-08-18T00:00:00,2023-08-21T00:00:00,118,,2
119,2023-05-21T00:00:00,2023-05-25T00:00:00,119,,2
120,2023-03-08T00:00:00,2023-03-09T00:00:00,120,,2
121,2023-05-17T00:00:00,2023-05-17T00:00:00,121,,2
122,2024-02-22T00:00:00,2024-02-25T00:00:00,122,,2
123,2024-01-28T00:00:00,2024-02-01T00:00:00,123,,1
124,2023-08-04T00:00:00,2023-08-06T00:00:00,124,,1
125,2024-01-30T00:00:00,2024-02-03T00:00:00,125,,1
126,2024-03-14T00:00:00,2024-03-16T00:00:00,126,,2
127,2023-01-21T00:00:00,2023-01-21T00:00:00,127,,2
128,2023-09-02T00:00:00,2023-09-04T00:00:00,128,,1
129,2024-01-01T00:00:00,2024-01-01T00:00:00,129,,1
130,2023-03-15T00:00:00,2023-03-18T00:00:00,130,,1
131,2024-06-21T00:00:00,2024-06-25T00:00:00,131,,1
132,2024-01-03T00:00:00,2024-01-07T00:00:00,132,,1
133,2023-06-27T00:00:00,2023-06-28T00:00:00,133,,2
134,2024-06-18T00:00:00,2024-06-20T00:00:00,134,,1
135,2024-01-04T00:00:00,2024-01-05T00:00:00,135,,2
136,2023-12-12T00:00:00,2023-12-17T00:00:00,136,,2
137,2024-05-13T00:00:00,2024-05-19T00:00:00,137,,2
138,2024-01-19T00:00:00,2024-01-23T00:00:00,138,,1
139,2024-04-26T00:00:00,2024-04-26T00:00:00,139,,2
140,2024-01-16T00:00:00,2024-01-21T00:00:00,140,,2
141,2024-04-07T00:00:00,2024-04-13T00:00:00,141,,1
142,2023-08-25T00:00:00,2023-08-31T00:00:00,142,,2
143,2023-12-26T00:00:00,2023-12-27T00:00:00,143,,1
144,2023-09-25T00:00:00,2023-09-26T00:00:00,144,,1
145,2023-07-19T00:00:00,2023-07-20T00:00:00,145,,2
146,2023-09-30T00:00:00,2023-10-02T00:00:00,146,,1
147,2023-04-05T00:00:00,2023-04-07T00:00:00,147,,2
148,2023-04-11T00:00:00,2023-04-16T00:00:00,148,,2
149,2023-10-23T00:00:00,2023-10-23T00:00:00,149,,1
150,2024-05-15T00:00:00,2024-05-21T00:00:00,150,,1
151,2023-08-09T00:00:00,2023-08-14T00:00:00,151,,2
152,2024-04-13T00:00:00,2024-04-16T00:00:00,152,,1
153,2024-05-14T00:00:00,2024-05-19T00:00:00,153,,1
154,2023-09-10T00:00:00,2023-09-11T00:00:00,154,,2
155,2023-01-19T00:00:00,2023-01-23T00:00:00,155,,1
156,2024-03-07T00:00:00,2024-03-12T00:00:00,156,,1
157,2024-06-26T00:00:00,2024-06-27T00:00:00,157,,2
158,2024-03-25T00:00:00,2024-03-25T00:00:00,158,,2
159,2024-04-28T00:00:00,2024-05-01T00:00:00,159,,2
160,2023-01-28T00:00:00,2023-02-01T00:00:00,160,,2
161,2023-06-22T00:00:00,2023-06-27T00:00:00,161,,2
162,2024-06-09T00:00:00,2024-06-10T00:00:00,162,,2
163,2023-12-13T00:00:00,2023-12-17T00:00:00,163,,1
164,2023-09-12T00:00:00,2023-09-14T00:00:00,164,,1
165,2023-07-09T00:00:00,2023-07-15T00:00:00,165,,1
166,2024-01-14T00:00:00,2024-01-15T00:00:00,166,,2
167,2023-11-19T00:00:00,2023-11-21T00:00:00,167,,2
168,2023-12-22T00:00:00,2023-12-24T00:00:00,168,,1
169,2024-02-07T00:00:00,2024-02-09T00:00:00,169,,2
170,2023-06-02T00:00:00,2023-06-05T00:00:00,170,,2
171,2024-01-19T00:00:00,2024-01-24T00:00:00,171,,2
172,2023-02-11T00:00:00,2023-02-14T00:00:00,172,,2
173,2024-04-22T00:00:00,2024-04-23T00:00:00,173,,2
174,2024-06-08T00:00:00,2024-06-11T00:00:00,174,,2
175,2023-09-06T00:00:00,2023-09-09T00:00:00,175,,1
176,2023-04-27T00:00:00,2023-04-27T00:00:00,176,,2
177,2023-02-17T00:00:00,2023-02-17T00:00:00,177,,1
178,2024-02-12T00:00:00,2024-02-12T00:00:00,178,,2
179,2023-06-30T00:00:00,2023-07-02T00:00:00,179,,1
180,2023-06-15T00:00:00,2023-06-17T00:00:00,180,,2
181,2023-11-26T00:00:00,2023-11-28T00:00:00,181,,1
182,2023-10-08T00:00:00,2023-10-11T00:00:00,182,,2
183,2023-05-04T00:00:00,2023-05-07T00:00:00,183,,2
184,2024-06-13T00:00:00,2024-06-17T00:00:00,184,,2
185,2023-12-20T00:00:00,2023-12-21T00:00:00,185,,1
186,2023-08-17T00:00:00,2023-08-23T00:00:00,186,,1
187,2023-07-10T00:00:00,2023-07-14T00:00:00,187,,1
188,2023-08-10T00:00:00,2023-08-12T00:00:00,188,,2
189,2024-01-03T00:00:00,2024-01-04T00:00:00,189,,1
190,2023-04-06T00:00:00,2023-04-06T00:00:00,190,,2
191,2024-03-13T00:00:00,2024-03-16T00:00:00,191,,2
192,2023-06-05T00:00:00,2023-06-11T00:00:00,192,,2
193,2023-06-08T00:00:00,2023-06-11T00:00:00,193,,1
194,2023-03-11T00:00:00,2023-03-17T00:00:00,194,,1
195,2024-04-24T00:00:00,2024-04-24T00:00:00,195,,1
196,2023-03-22T00:00:00,2023-03-24T00:00:00,196,,1
197,2023-07-26T00:00:00,2023-07-26T00:00:00,197,,1
198,2024-05-28T00:00:00,2024-06-03T00:00:00,198,,2
199,2023-04-13T00:00:00,2023-04-17T00:00:00,199,,1
200,2023-10-05T00:00:00,2023-10-08T00:00:00,200,,2
801,2024-03-14T00:00:00,2024-03-15T00:00:00,801,,2
802,2023-06-15T00:00:00,2023-06-16T00:00:00,802,,2
803,2024-06-15T00:00:00,2024-06-15T00:00:00,803,,2
804,2023-06-23T00:00:00,2023-06-29T00:00:00,804,,2
805,2023-02-21T00:00:00,2023-02-24T00:00:00,805,,2
806,2023-12-14T00:00:00,2023-12-14T00:00:00,806,,2
807,2023-05-28T00:00:00,2023-05-28T00:00:00,807,,2
808,2023-02-15T00:00:00,2023-02-20T00:00:00,808,,2
809,2023-09-17T00:00:00,2023-09-20T00:00:00,809,,2
810,2023-03-06T00:00:00,2023-03-06T00:00:00,810,,2
811,2023-12-24T00:00:00,2023-12-25T00:00:00,811,,2
812,2023-08-28T00:00:00,2023-09-03T00:00:00,812,,2
813,2023-12-03T00:00:00,2023-12-09T00:00:00,813,,2
814,2023-07-02T00:00:00,2023-07-06T00:00:00,814,,2
815,2024-02-23T00:00:00,2024-02-25T00:00:00,815,,1
816,2023-11-16T00:00:00,2023-11-19T00:00:00,816,,1
817,2023-01-11T00:00:00,2023-01-15T00:00:00,817,,1
818,2023-10-18T00:00:00,2023-10-20T00:00:00,818,,2
819,2023-03-31T00:00:00,2023-04-01T00:00:00,819,,2
820,2023-06-17T00:00:00,2023-06-23T00:00:00,820,,1
821,2023-07-27T00:00:00,2023-07-31T00:00:00,821,,2
822,2024-02-23T00:00:00,2024-02-27T00:00:00,822,,1
823,2023-12-23T00:00:00,2023-12-28T00:00:00,823,,2
824,2023-12-06T00:00:00,2023-12-12T00:00:00,824,,2
825,2023-07-20T00:00:00,2023-07-25T00:00:00,825,,1
826,2023-12-10T00:00:00,2023-12-16T00:00:00,826,,2
827,2023-12-29T00:00:00,2024-01-02T00:00:00,827,,1
828,2023-08-29T00:00:00,2023-09-03T00:00:00,828,,2
829,2023-07-21T00:00:00,2023-07-24T00:00:00,829,,1
830,2023-10-24T00:00:00,2023-10-29T00:00:00,830,,2
831,2023-08-17T00:00:00,2023-08-20T00:00:00,831,,1
832,2023-09-23T00:00:00,2023-09-27T00:00:00,832,,2
833,2024-03-18T00:00:00,2024-03-24T00:00:00,833,,1
834,2023-05-07T00:00:00,2023-05-10T00:00:00,834,,2
835,2024-05-24T00:00:00,2024-05-25T00:00:00,835,,1
836,2023-11-07T00:00:00,2023-11-07T00:00:00,836,,2
837,2023-04-12T00:00:00,2023-04-18T00:00:00,837,,1
838,2023-01-11T00:00:00,2023-01-13T00:00:00,838,,2
839,2024-03-15T00:00:00,2024-03-17T00:00:00,839,,1
840,2024-05-10T00:00:00,2024-05-16T00:00:00,840,,2
841,2023-05-21T00:00:00,2023-05-24T00:00:00,841,,2
842,2023-08-07T00:00:00,2023-08-09T00:00:00,842,,2
843,2024-03-18T00:00:00,2024-03-18T00:00:00,843,,2
844,2023-08-13T00:00:00,2023-08-17T00:00:00,844,,2
845,2023-03-21T00:00:00,2023-03-25T00:00:00,845,,1
846,2023-08-24T00:00:00,2023-08-29T00:00:00,846,,1
847,2023-06-19T00:00:00,2023-06-22T00:00:00,847,,1
848,2023-09-18T00:00:00,2023-09-20T00:00:00,848,,1
849,2023-12-16T00:00:00,2023-12-20T00:00:00,849,,1
850,2023-10-07T00:00:00,2023-10-09T00:00:00,850,,1
851,2024-06-15T00:00:00,2024-06-21T00:00:00,851,,2
852,2023-11-04T00:00:00,2023-11-09T00:00:00,852,,2
853,2024-05-17T00:00:00,2024-05-22T00:00:00,853,,2
854,2024-03-31T00:00:00,2024-04-04T00:00:00,854,,2
855,2024-02-09T00:00:00,2024-02-12T00:00:00,855,,2
856,2023-05-29T00:00:00,2023-05-31T00:00:00,856,,1
857,2024-03-29T00:00:00,2024-04-01T00:00:00,857,,2
858,2023-05-22T00:00:00,2023-05-22T00:00:00,858,,1
859,2023-09-04T00:00:00,2023-09-06T00:00:00,859,,2
860,2023-06-01T00:00:00,2023-06-05T00:00:00,860,,1
861,2023-01-07T00:00:00,2023-01-12T00:00:00,861,,2
862,2023-11-17T00:00:00,2023-11-22T00:00:00,862,,1
863,2023-05-31T00:00:00,2023-06-05T00:00:00,863,,2
864,2023-11-14T00:00:00,2023-11-18T00:00:00,864,,1
865,2023-10-12T00:00:00,2023-10-13T00:00:00,865,,2
866,2023-08-12T00:00:00,2023-08-18T00:00:00,866,,1
867,2023-11-17T00:00:00,2023-11-23T00:00:00,867,,2
868,2023-03-20T00:00:00,2023-03-25T00:00:00,868,,2
869,2024-06-19T00:00:00,2024-06-23T00:00:00,869,,2
870,2023-07-08T00:00:00,2023-07-12T00:00:00,870,,2
871,2024-05-29T00:00:00,2024-05-30T00:00:00,871,,2
872,2023-09-24T00:00:00,2023-09-24T00:00:00,872,,2
873,2023-05-12T00:00:00,2023-05-17T00:00:00,873,,2
874,2024-05-07T00:00:00,2024-05-10T00:00:00,874,,2
875,2023-07-26T00:00:00,2023-07-28T00:00:00,875,,2
876,2024-02-27T00:00:00,2024-02-27T00:00:00,876,,2
877,2023-02-16T00:00:00,2023-02-18T00:00:00,877,,2
878,2023-07-05T00:00:00,2023-07-10T00:00:00,878,,2
879,2024-01-14T00:00:00,2024-01-15T00:00:00,879,,2
880,2023-12-16T00:00:00,2023-12-22T00:00:00,880,,2
881,2023-08-02T00:00:00,2023-08-06T00:00:00,881,,2
882,2024-04-08T00:00:00,2024-04-09T00:00:00,882,,2
883,2023-01-17T00:00:00,2023-01-17T00:00:00,883,,2
884,2023-02-25T00:00:00,2023-02-28T00:00:00,884,,2
885,2024-01-08T00:00:00,2024-01-13T00:00:00,885,,2
886,2023-10-03T00:00:00,2023-10-07T00:00:00,886,,2
887,2023-09-23T00:00:00,2023-09-26T00:00:00,887,,2
888,2024-02-19T00:00:00,2024-02-22T00:00:00,888,,1
889,2023-04-20T00:00:00,2023-04-20T00:00:00,889,,1
890,2024-01-26T00:00:00,2024-01-27T00:00:00,890,,1
891,2024-01-10T00:00:00,2024-01-13T00:00:00,891,,1
892,2024-05-20T00:00:00,2024-05-24T00:00:00,892,,1
893,2023-08-18T00:00:00,2023-08-22T00:00:00,893,,1
894,2024-05-22T00:00:00,2024-05-26T00:00:00,894,,1
895,2023-04-24T00:00:00,2023-04-25T00:00:00,895,,1
896,2024-03-14T00:00:00,2024-03-19T00:00:00,896,,1
897,2024-04-11T00:00:00,2024-04-16T00:00:00,897,,1
898,2023-05-11T00:00:00,2023-05-17T00:00:00,898,,1
899,2023-08-04T00:00:00,2023-08-08T00:00:00,899,,1
900,2023-05-06T00:00:00,2023-05-12T00:00:00,900,,1
901,2024-03-07T00:00:00,2024-03-07T00:00:00,901,,1
902,2024-04-15T00:00:00,2024-04-16T00:00:00,902,,1
903,2023-10-21T00:00:00,2023-10-26T00:00:00,903,,1
904,2024-04-21T00:00:00,2024-04-24T00:00:00,904,,1
905,2023-12-30T00:00:00,2024-01-02T00:00:00,905,,1
906,2023-11-22T00:00:00,2023-11-25T00:00:00,906,,1
907,2024-03-19T00:00:00,2024-03-22T00:00:00,907,,1
908,2024-03-14T00:00:00,2024-03-17T00:00:00,908,,1
909,2023-07-21T00:00:00,2023-07-22T00:00:00,909,,1
910,2023-04-20T00:00:00,2023-04-20T00:00:00,910,,1
911,2023-03-01T00:00:00,2023-03-06T00:00:00,911,,1
912,2023-05-11T00:00:00,2023-05-12T00:00:00,912,,2
913,2024-01-08T00:00:00,2024-01-10T00:00:00,913,,1
914,2023-09-13T00:00:00,2023-09-16T00:00:00,914,,2
915,2023-03-09T00:00:00,2023-03-09T00:00:00,915,,2
916,2023-12-10T00:00:00,2023-12-13T00:00:00,916,,2
917,2023-09-04T00:00:00,2023-09-07T00:00:00,917,,2
918,2024-05-27T00:00:00,2024-05-28T00:00:00,918,,1
919,2023-04-05T00:00:00,2023-04-05T00:00:00,919,,1
920,2024-02-17T00:00:00,2024-02-18T00:00:00,920,,1
921,2024-05-17T00:00:00,2024-05-22T00:00:00,921,,1
922,2023-11-02T00:00:00,2023-11-08T00:00:00,922,,2
923,2024-06-28T00:00:00,2024-07-02T00:00:00,923,,2
924,2024-03-23T00:00:00,2024-03-23T00:00:00,924,,2
925,2023-09-11T00:00:00,2023-09-13T00:00:00,925,,2
926,2023-08-02T00:00:00,2023-08-02T00:00:00,926,,2
927,2023-06-05T00:00:00,2023-06-07T00:00:00,927,,1
928,2023-10-14T00:00:00,2023-10-17T00:00:00,928,,1
929,2023-12-06T00:00:00,2023-12-07T00:00:00,929,,1
930,2023-07-24T00:00:00,2023-07-27T00:00:00,930,,1
931,2023-07-06T00:00:00,2023-07-09T00:00:00,931,,2
932,2023-12-09T00:00:00,2023-12-12T00:00:00,932,,1
933,2023-02-08T00:00:00,2023-02-10T00:00:00,933,,1
934,2024-05-10T00:00:00,2024-05-10T00:00:00,934,,1
935,2023-09-11T00:00:00,2023-09-14T00:00:00,935,,2
936,2023-07-28T00:00:00,2023-08-03T00:00:00,936,,2
937,2023-10-16T00:00:00,2023-10-19T00:00:00,937,,2
938,2023-01-01T00:00:00,2023-01-05T00:00:00,938,,2
939,2023-08-10T00:00:00,2023-08-16T00:00:00,939,,2
940,2023-08-09T00:00:00,2023-08-15T00:00:00,940,,2
941,2023-05-15T00:00:00,2023-05-16T00:00:00,941,,2
942,2023-11-28T00:00:00,2023-12-04T00:00:00,942,,2
943,2024-01-01T00:00:00,2024-01-02T00:00:00,943,,2
944,2024-04-04T00:00:00,2024-04-04T00:00:00,944,,2
945,2023-08-16T00:00:00,2023-08-22T00:00:00,945,,1
946,2024-05-09T00:00:00,2024-05-09T00:00:00,946,,1
947,2023-02-25T00:00:00,2023-03-03T00:00:00,947,,1
948,2023-07-18T00:00:00,2023-07-23T00:00:00,948,,1
949,2023-03-02T00:00:00,2023-03-02T00:00:00,949,,1
950,2024-01-07T00:00:00,2024-01-08T00:00:00,950,,1
951,2023-04-06T00:00:00,2023-04-11T00:00:00,951,,1
952,2024-02-14T00:00:00,2024-02-18T00:00:00,952,,1
953,2023-05-17T00:00:00,2023-05-23T00:00:00,953,,1
954,2024-04-15T00:00:00,2024-04-16T00:00:00,954,,1
955,2024-03-17T00:00:00,2024-03-22T00:00:00,955,,1
956,2023-01-04T00:00:00,2023-01-04T00:00:00,956,,1
957,2023-12-27T00:00:00,2023-12-29T00:00:00,957,,2
958,2023-08-15T00:00:00,2023-08-19T00:00:00,958,,2
959,2023-02-21T00:00:00,2023-02-27T00:00:00,959,,2
960,2023-03-03T00:00:00,2023-03-05T00:00:00,960,,2
961,2024-05-31T00:00:00,2024-06-02T00:00:00,961,,1
962,2023-01-13T00:00:00,2023-01-17T00:00:00,962,,1
963,2023-06-03T00:00:00,2023-06-05T00:00:00,963,,2
964,2023-04-11T00:00:00,2023-04-11T00:00:00,964,,2
965,2023-05-14T00:00:00,2023-05-19T00:00:00,965,,2
966,2023-01-14T00:00:00,2023-01-15T00:00:00,966,,1
967,2024-03-02T00:00:00,2024-03-08T00:00:00,967,,1
968,2023-09-28T00:00:00,2023-09-29T00:00:00,968,,1
969,2023-02-01T00:00:00,2023-02-06T00:00:00,969,,1
970,2024-06-13T00:00:00,2024-06-19T00:00:00,970,,2
971,2024-06-18T00:00:00,2024-06-23T00:00:00,971,,2
972,2024-06-25T00:00:00,2024-06-30T00:00:00,972,,2
973,2024-05-18T00:00:00,2024-05-23T00:00:00,973,,2
974,2023-07-18T00:00:00,2023-07-23T00:00:00,974,,2
975,2023-05-01T00:00:00,2023-05-04T00:00:00,975,,2
976,2023-02-12T00:00:00,2023-02-18T00:00:00,976,,1
977,2023-10-13T00:00:00,2023-10-17T00:00:00,977,,2
978,2023-05-01T00:00:00,2023-05-05T00:00:00,978,,1
979,2024-06-04T00:00:00,2024-06-04T00:00:00,979,,2
980,2023-08-20T00:00:00,2023-08-20T00:00:00,980,,1
981,2024-05-30T00:00:00,2024-06-03T00:00:00,981,,2
982,2024-01-25T00:00:00,2024-01-28T00:00:00,982,,1
983,2023-07-16T00:00:00,2023-07-16T00:00:00,983,,2
984,2024-04-13T00:00:00,2024-04-13T00:00:00,984,,1
985,2024-01-05T00:00:00,2024-01-07T00:00:00,985,,2
986,2023-02-15T00:00:00,2023-02-16T00:00:00,986,,1
987,2024-06-05T00:00:00,2024-06-09T00:00:00,987,,2
988,2023-10-02T00:00:00,2023-10-02T00:00:00,988,,1
989,2023-06-01T00:00:00,2023-06-06T00:00:00,989,,2
990,2023-12-26T00:00:00,2024-01-01T00:00:00,990,,1
991,2024-04-22T00:00:00,2024-04-28T00:00:00,991,,1
992,2023-11-23T00:00:00,2023-11-24T00:00:00,992,,1
993,2023-11-07T00:00:00,2023-11-07T00:00:00,993,,1
994,2023-07-31T00:00:00,2023-08-05T00:00:00,994,,1
995,2024-02-05T00:00:00,2024-02-05T00:00:00,995,,1
996,2024-02-12T00:00:00,2024-02-12T00:00:00,996,,1
997,2023-06-28T00:00:00,2023-07-02T00:00:00,997,,1
998,2023-08-24T00:00:00,2023-08-27T00:00:00,998,,1
999,2024-04-07T00:00:00,2024-04-12T00:00:00,999,,2
1000,2023-10-15T00:00:00,2023-10-17T00:00:00,1000,,2
401,2023-02-05T00:00:00,2023-02-07T00:00:00,401,,2
402,2023-05-07T00:00:00,2023-05-08T00:00:00,402,,2
403,2023-07-26T00:00:00,2023-07-28T00:00:00,403,,2
404,2023-08-08T00:00:00,2023-08-08T00:00:00,404,,1
405,2023-02-23T00:00:00,2023-03-01T00:00:00,405,,2
406,2024-01-11T00:00:00,2024-01-13T00:00:00,406,,1
407,2023-07-11T00:00:00,2023-07-16T00:00:00,407,,2
408,2023-03-14T00:00:00,2023-03-14T00:00:00,408,,1
409,2023-09-15T00:00:00,2023-09-15T00:00:00,409,,2
410,2023-02-18T00:00:00,2023-02-22T00:00:00,410,,1
411,2023-08-12T00:00:00,2023-08-15T00:00:00,411,,2
412,2023-07-06T00:00:00,2023-07-11T00:00:00,412,,1
413,2023-08-07T00:00:00,2023-08-13T00:00:00,413,,2
414,2023-05-12T00:00:00,2023-05-14T00:00:00,414,,1
415,2023-02-21T00:00:00,2023-02-26T00:00:00,415,,2
416,2023-09-09T00:00:00,2023-09-15T00:00:00,416,,1
417,2023-10-16T00:00:00,2023-10-19T00:00:00,417,,2
418,2023-10-06T00:00:00,2023-10-10T00:00:00,418,,1
419,2024-05-22T00:00:00,2024-05-26T00:00:00,419,,2
420,2024-02-25T00:00:00,2024-02-26T00:00:00,420,,1
421,2024-06-10T00:00:00,2024-06-13T00:00:00,421,,2
422,2024-04-06T00:00:00,2024-04-09T00:00:00,422,,2
423,2024-02-12T00:00:00,2024-02-13T00:00:00,423,,2
424,2023-04-10T00:00:00,2023-04-16T00:00:00,424,,2
425,2023-08-30T00:00:00,2023-09-02T00:00:00,425,,2
426,2023-12-15T00:00:00,2023-12-18T00:00:00,426,,2
427,2023-01-14T00:00:00,2023-01-15T00:00:00,427,,1
428,2023-02-07T00:00:00,2023-02-08T00:00:00,428,,1
429,2023-10-05T00:00:00,2023-10-11T00:00:00,429,,1
430,2024-05-03T00:00:00,2024-05-06T00:00:00,430,,1
431,2023-08-31T00:00:00,2023-09-01T00:00:00,431,,1
432,2023-10-07T00:00:00,2023-10-11T00:00:00,432,,2
433,2023-03-05T00:00:00,2023-03-06T00:00:00,433,,2
434,2023-10-22T00:00:00,2023-10-27T00:00:00,434,,2
435,2023-10-31T00:00:00,2023-10-31T00:00:00,435,,2
436,2023-04-14T00:00:00,2023-04-15T00:00:00,436,,1
437,2024-03-21T00:00:00,2024-03-27T00:00:00,437,,1
438,2023-03-22T00:00:00,2023-03-26T00:00:00,438,,1
439,2023-04-18T00:00:00,2023-04-23T00:00:00,439,,1
440,2024-02-24T00:00:00,2024-02-26T00:00:00,440,,1
441,2023-08-28T00:00:00,2023-08-28T00:00:00,441,,1
442,2023-11-04T00:00:00,2023-11-06T00:00:00,442,,2
443,2023-12-10T00:00:00,2023-12-14T00:00:00,443,,2
444,2024-03-15T00:00:00,2024-03-17T00:00:00,444,,2
445,2023-01-19T00:00:00,2023-01-24T00:00:00,445,,2
446,2024-05-05T00:00:00,2024-05-09T00:00:00,446,,2
447,2024-03-25T00:00:00,2024-03-27T00:00:00,447,,2
448,2023-08-25T00:00:00,2023-08-28T00:00:00,448,,2
449,2024-01-29T00:00:00,2024-02-01T00:00:00,449,,2
450,2023-07-24T00:00:00,2023-07-24T00:00:00,450,,2
451,2023-04-11T00:00:00,2023-04-12T00:00:00,451,,2
452,2024-03-16T00:00:00,2024-03-16T00:00:00,452,,2
453,2024-06-28T00:00:00,2024-07-02T00:00:00,453,,2
454,2023-09-12T00:00:00,2023-09-13T00:00:00,454,,2
455,2023-01-28T00:00:00,2023-02-01T00:00:00,455,,2
456,2023-08-14T00:00:00,2023-08-18T00:00:00,456,,2
457,2023-10-02T00:00:00,2023-10-03T00:00:00,457,,2
458,2023-01-24T00:00:00,2023-01-27T00:00:00,458,,2
459,2023-07-01T00:00:00,2023-07-04T00:00:00,459,,2
460,2024-03-06T00:00:00,2024-03-10T00:00:00,460,,2
461,2023-11-14T00:00:00,2023-11-20T00:00:00,461,,2
462,2023-12-12T00:00:00,2023-12-13T00:00:00,462,,2
463,2023-04-09T00:00:00,2023-04-14T00:00:00,463,,2
464,2023-10-30T00:00:00,2023-11-03T00:00:00,464,,2
465,2024-02-19T00:00:00,2024-02-19T00:00:00,465,,2
466,2023-02-17T00:00:00,2023-02-23T00:00:00,466,,2
467,2023-03-06T00:00:00,2023-03-09T00:00:00,467,,1
468,2023-08-20T00:00:00,2023-08-24T00:00:00,468,,1
469,2023-12-23T00:00:00,2023-12-27T00:00:00,469,,1
